[2026-01-04 14:15:47.712860] MAIN MODULE LOADED
[2026-01-04 14:15:47.810908] MAIN MODULE LOADED
Candidate ACE: Diff=0.0557% vs Min=0.01% | PriceDiff=0.09%
Candidate CUDIS: Diff=0.0778% vs Min=0.01% | PriceDiff=0.01%
Candidate AKE: Diff=0.2569% vs Min=0.01% | PriceDiff=0.26%
Candidate LA: Diff=0.1309% vs Min=0.01% | PriceDiff=0.05%
Candidate CLO: Diff=0.1222% vs Min=0.01% | PriceDiff=0.01%
Candidate AVAAI: Diff=0.1321% vs Min=0.01% | PriceDiff=0.15%
Candidate BAN: Diff=0.1046% vs Min=0.01% | PriceDiff=0.20%
Candidate BNT: Diff=0.0680% vs Min=0.01% | PriceDiff=0.23%
Candidate CROSS: Diff=0.1030% vs Min=0.01% | PriceDiff=0.04%
Candidate XVG: Diff=0.0503% vs Min=0.01% | PriceDiff=0.03%
Candidate DOOD: Diff=0.0812% vs Min=0.01% | PriceDiff=0.74%
Candidate PONKE: Diff=3.7450% vs Min=0.01% | PriceDiff=1.04%
Candidate 4: Diff=0.0717% vs Min=0.01% | PriceDiff=0.21%
Candidate EPT: Diff=0.3665% vs Min=0.01% | PriceDiff=0.39%
Candidate DOLO: Diff=0.0887% vs Min=0.01% | PriceDiff=0.04%
Candidate PUMPBTC: Diff=0.0631% vs Min=0.01% | PriceDiff=0.03%
Candidate PTB: Diff=0.2960% vs Min=0.01% | PriceDiff=0.49%
Candidate B: Diff=0.1443% vs Min=0.01% | PriceDiff=0.12%
Candidate M: Diff=0.2369% vs Min=0.01% | PriceDiff=0.06%
Candidate F: Diff=0.0608% vs Min=0.01% | PriceDiff=0.06%
Candidate NXPC: Diff=0.0528% vs Min=0.01% | PriceDiff=0.09%
Candidate EPIC: Diff=0.0687% vs Min=0.01% | PriceDiff=0.01%
Candidate NAORIS: Diff=0.2602% vs Min=0.01% | PriceDiff=0.11%
Candidate SXP: Diff=2.1215% vs Min=0.01% | PriceDiff=0.32%
Candidate SHELL: Diff=0.0586% vs Min=0.01% | PriceDiff=0.06%
Candidate STO: Diff=0.2456% vs Min=0.01% | PriceDiff=0.07%
Candidate ARIA: Diff=0.0547% vs Min=0.01% | PriceDiff=0.05%
Candidate ASTR: Diff=0.1042% vs Min=0.01% | PriceDiff=0.24%
Candidate GPS: Diff=0.1105% vs Min=0.01% | PriceDiff=0.01%
Candidate ARC: Diff=0.0684% vs Min=0.01% | PriceDiff=0.10%
Candidate SUSHI: Diff=0.0652% vs Min=0.01% | PriceDiff=0.06%
Candidate US: Diff=0.0797% vs Min=0.01% | PriceDiff=0.08%
Candidate REZ: Diff=0.1075% vs Min=0.01% | PriceDiff=0.04%
Candidate BTR: Diff=0.1007% vs Min=0.01% | PriceDiff=0.22%
Candidate LIGHT: Diff=0.0736% vs Min=0.01% | PriceDiff=0.20%
Candidate SWARMS: Diff=0.0997% vs Min=0.01% | PriceDiff=0.09%
Candidate SPELL: Diff=0.0882% vs Min=0.01% | PriceDiff=0.10%
Candidate MERL: Diff=0.0916% vs Min=0.01% | PriceDiff=0.18%
Candidate SONIC: Diff=0.1405% vs Min=0.01% | PriceDiff=0.06%
Candidate LUMIA: Diff=0.1501% vs Min=0.01% | PriceDiff=0.14%
Candidate USUAL: Diff=0.0867% vs Min=0.01% | PriceDiff=0.14%
Candidate PUNDIX: Diff=0.0841% vs Min=0.01% | PriceDiff=0.03%
Candidate HMSTR: Diff=0.0518% vs Min=0.01% | PriceDiff=0.04%
Candidate PIPPIN: Diff=0.1024% vs Min=0.01% | PriceDiff=0.28%
Candidate RAVE: Diff=0.0633% vs Min=0.01% | PriceDiff=0.08%
Candidate RSR: Diff=0.0666% vs Min=0.01% | PriceDiff=0.11%
Candidate POWER: Diff=0.0516% vs Min=0.01% | PriceDiff=0.16%
Candidate 0G: Diff=0.0609% vs Min=0.01% | PriceDiff=0.17%
Candidate BR: Diff=0.2160% vs Min=0.01% | PriceDiff=0.16%
Candidate DEEP: Diff=0.1586% vs Min=0.01% | PriceDiff=0.04%
Candidate CYS: Diff=0.0881% vs Min=0.01% | PriceDiff=0.18%
Candidate NIGHT: Diff=0.0527% vs Min=0.01% | PriceDiff=0.14%
Candidate KERNEL: Diff=0.0766% vs Min=0.01% | PriceDiff=0.03%
Candidate STBL: Diff=0.0716% vs Min=0.01% | PriceDiff=0.08%
Candidate HFT: Diff=0.0515% vs Min=0.01% | PriceDiff=0.09%
Candidate AEVO: Diff=0.0531% vs Min=0.01% | PriceDiff=0.08%
Candidate USTC: Diff=0.1211% vs Min=0.01% | PriceDiff=0.04%
Candidate SQD: Diff=0.0517% vs Min=0.01% | PriceDiff=0.18%
Candidate DAM: Diff=0.3608% vs Min=0.01% | PriceDiff=0.12%
Candidate MOCA: Diff=0.1407% vs Min=0.01% | PriceDiff=0.06%
Candidate TAC: Diff=0.2003% vs Min=0.01% | PriceDiff=0.31%
Candidate CELO: Diff=0.1004% vs Min=0.01% | PriceDiff=0.20%
Candidate ARK: Diff=0.0699% vs Min=0.01% | PriceDiff=0.17%
Candidate CGPT: Diff=0.0636% vs Min=0.01% | PriceDiff=0.00%
Candidate ONT: Diff=0.0552% vs Min=0.01% | PriceDiff=0.13%
Candidate HIPPO: Diff=0.1415% vs Min=0.01% | PriceDiff=0.16%
Candidate LRC: Diff=0.0937% vs Min=0.01% | PriceDiff=0.11%
Candidate Q: Diff=0.1225% vs Min=0.01% | PriceDiff=0.13%
Candidate PIXEL: Diff=0.0662% vs Min=0.01% | PriceDiff=0.05%
Candidate XPIN: Diff=0.1056% vs Min=0.01% | PriceDiff=0.09%
Candidate 1000RATS: Diff=0.1240% vs Min=0.01% | PriceDiff=0.07%
Candidate DGB: Diff=0.0988% vs Min=0.01% | PriceDiff=0.09%
Candidate SKYAI: Diff=0.3406% vs Min=0.01% | PriceDiff=0.32%
Candidate ALCH: Diff=0.1155% vs Min=0.01% | PriceDiff=0.27%
Candidate JCT: Diff=0.0793% vs Min=0.01% | PriceDiff=0.14%
Candidate TA: Diff=0.1976% vs Min=0.01% | PriceDiff=0.25%
Candidate LUNA2: Diff=0.2358% vs Min=0.01% | PriceDiff=0.13%
Candidate TRU: Diff=0.0514% vs Min=0.01% | PriceDiff=0.04%
Candidate METIS: Diff=0.0515% vs Min=0.01% | PriceDiff=0.04%
Candidate COMMON: Diff=0.1218% vs Min=0.01% | PriceDiff=0.32%
Candidate APR: Diff=0.0832% vs Min=0.01% | PriceDiff=0.28%
Candidate IOST: Diff=0.0970% vs Min=0.01% | PriceDiff=0.05%
Candidate JST: Diff=0.1214% vs Min=0.01% | PriceDiff=0.05%
Candidate JELLYJELLY: Diff=0.0518% vs Min=0.01% | PriceDiff=0.13%
Candidate OL: Diff=0.0539% vs Min=0.01% | PriceDiff=0.05%
Candidate LPT: Diff=0.0733% vs Min=0.01% | PriceDiff=0.03%
Candidate VELVET: Diff=0.1744% vs Min=0.01% | PriceDiff=0.56%
Candidate KAITO: Diff=0.0582% vs Min=0.01% | PriceDiff=0.00%
Candidate CHILLGUY: Diff=0.1034% vs Min=0.01% | PriceDiff=0.10%
Candidate MELANIA: Diff=0.0857% vs Min=0.01% | PriceDiff=0.09%
Candidate AIN: Diff=0.1070% vs Min=0.01% | PriceDiff=0.07%
Candidate KMNO: Diff=0.0762% vs Min=0.01% | PriceDiff=0.03%
Candidate AIO: Diff=0.1475% vs Min=0.01% | PriceDiff=0.25%
Candidate OG: Diff=0.0580% vs Min=0.01% | PriceDiff=0.00%
Candidate YALA: Diff=0.1403% vs Min=0.01% | PriceDiff=0.10%
Candidate HANA: Diff=0.0939% vs Min=0.01% | PriceDiff=0.01%
Candidate T: Diff=0.0812% vs Min=0.01% | PriceDiff=0.23%
Candidate LAB: Diff=0.0659% vs Min=0.01% | PriceDiff=0.11%
Candidate COAI: Diff=0.0511% vs Min=0.01% | PriceDiff=0.07%
Candidate LIT: Diff=0.0577% vs Min=0.01% | PriceDiff=0.63%
Candidate ALPINE: Diff=0.0547% vs Min=0.01% | PriceDiff=0.29%
Candidate XNY: Diff=0.1301% vs Min=0.01% | PriceDiff=0.41%
Candidate POLYX: Diff=0.1427% vs Min=0.01% | PriceDiff=0.20%
Candidate ZRX: Diff=0.2324% vs Min=0.01% | PriceDiff=0.12%
Candidate ATH: Diff=0.0638% vs Min=0.01% | PriceDiff=0.10%
Candidate MEME: Diff=0.0852% vs Min=0.01% | PriceDiff=0.07%
Candidate GRIFFAIN: Diff=0.1252% vs Min=0.01% | PriceDiff=0.05%
Candidate WAL: Diff=0.0622% vs Min=0.01% | PriceDiff=0.09%
Candidate MIRA: Diff=0.0675% vs Min=0.01% | PriceDiff=0.25%
Candidate RIVER: Diff=0.4159% vs Min=0.01% | PriceDiff=1.03%
Candidates Found: 264
[2026-01-04 17:06:36.510190] LOOP START. Active: True
[2026-01-04 17:06:39.787349] Mode: Test | Binance Items: 673 | Bybit Items: 554
Candidate HANA: Diff=0.0939% vs Min=0.01% | PriceDiff=0.09%
Candidate AVAAI: Diff=0.1321% vs Min=0.01% | PriceDiff=0.08%
Candidate ALPINE: Diff=0.0547% vs Min=0.01% | PriceDiff=0.23%
Candidate DGB: Diff=0.0988% vs Min=0.01% | PriceDiff=0.09%
Candidate TRU: Diff=0.0514% vs Min=0.01% | PriceDiff=0.04%
Candidate AKE: Diff=0.2569% vs Min=0.01% | PriceDiff=0.26%
Candidate BR: Diff=0.2160% vs Min=0.01% | PriceDiff=0.16%
Candidate FLOW: Diff=2.2428% vs Min=0.01% | PriceDiff=6.71%
Candidate ARK: Diff=0.0699% vs Min=0.01% | PriceDiff=0.17%
Candidate LUNA2: Diff=0.2358% vs Min=0.01% | PriceDiff=0.18%
Candidate HIPPO: Diff=0.1415% vs Min=0.01% | PriceDiff=0.16%
Candidate B: Diff=0.1443% vs Min=0.01% | PriceDiff=0.12%
Candidate YALA: Diff=0.1403% vs Min=0.01% | PriceDiff=0.05%
Candidate F: Diff=0.0608% vs Min=0.01% | PriceDiff=0.07%
Candidate KAITO: Diff=0.0582% vs Min=0.01% | PriceDiff=0.05%
Candidate PONKE: Diff=3.7450% vs Min=0.01% | PriceDiff=1.06%
Candidate AIN: Diff=0.1070% vs Min=0.01% | PriceDiff=0.00%
Candidate ARC: Diff=0.0684% vs Min=0.01% | PriceDiff=0.10%
Candidate BNT: Diff=0.0680% vs Min=0.01% | PriceDiff=0.22%
Candidate REZ: Diff=0.1075% vs Min=0.01% | PriceDiff=0.11%
Candidate TAC: Diff=0.2003% vs Min=0.01% | PriceDiff=0.31%
Candidate 1000RATS: Diff=0.1240% vs Min=0.01% | PriceDiff=0.08%
Candidate CUDIS: Diff=0.0778% vs Min=0.01% | PriceDiff=0.04%
Candidate GUN: Diff=0.0585% vs Min=0.01% | PriceDiff=0.01%
Candidate CYS: Diff=0.0881% vs Min=0.01% | PriceDiff=0.18%
Candidate LIGHT: Diff=0.0736% vs Min=0.01% | PriceDiff=0.21%
Candidate RIVER: Diff=0.4159% vs Min=0.01% | PriceDiff=1.11%
Candidate NXPC: Diff=0.0528% vs Min=0.01% | PriceDiff=0.08%
Candidate MIRA: Diff=0.0675% vs Min=0.01% | PriceDiff=0.22%
Candidate POLYX: Diff=0.1427% vs Min=0.01% | PriceDiff=0.20%
Candidate ACE: Diff=0.0557% vs Min=0.01% | PriceDiff=0.09%
Candidate TA: Diff=0.1976% vs Min=0.01% | PriceDiff=0.11%
Candidate OG: Diff=0.0580% vs Min=0.01% | PriceDiff=0.01%
Candidate ZRX: Diff=0.2324% vs Min=0.01% | PriceDiff=0.15%
Candidate RAVE: Diff=0.0633% vs Min=0.01% | PriceDiff=0.07%
Candidate CELO: Diff=0.1004% vs Min=0.01% | PriceDiff=0.20%
Candidate SQD: Diff=0.0517% vs Min=0.01% | PriceDiff=0.16%
Candidate LAB: Diff=0.0659% vs Min=0.01% | PriceDiff=0.07%
Candidate T: Diff=0.0812% vs Min=0.01% | PriceDiff=0.29%
Candidate M: Diff=0.2369% vs Min=0.01% | PriceDiff=0.07%
Candidate DEEP: Diff=0.1586% vs Min=0.01% | PriceDiff=0.05%
Candidate JELLYJELLY: Diff=0.0518% vs Min=0.01% | PriceDiff=0.13%
Candidate BAN: Diff=0.1046% vs Min=0.01% | PriceDiff=0.18%
Candidate APR: Diff=0.0832% vs Min=0.01% | PriceDiff=0.28%
Candidate KMNO: Diff=0.0762% vs Min=0.01% | PriceDiff=0.03%
Candidate DOLO: Diff=0.0887% vs Min=0.01% | PriceDiff=0.01%
Candidate SUSHI: Diff=0.0652% vs Min=0.01% | PriceDiff=0.06%
Candidate CROSS: Diff=0.1030% vs Min=0.01% | PriceDiff=0.04%
Candidate LIT: Diff=0.0577% vs Min=0.01% | PriceDiff=0.51%
Candidate KERNEL: Diff=0.0766% vs Min=0.01% | PriceDiff=0.02%
Candidate MEME: Diff=0.0852% vs Min=0.01% | PriceDiff=0.01%
Candidate US: Diff=0.0797% vs Min=0.01% | PriceDiff=0.03%
Candidate GRIFFAIN: Diff=0.1252% vs Min=0.01% | PriceDiff=0.05%
Candidate EPIC: Diff=0.0687% vs Min=0.01% | PriceDiff=0.01%
Candidate 4: Diff=0.0717% vs Min=0.01% | PriceDiff=0.11%
Candidate PTB: Diff=0.2960% vs Min=0.01% | PriceDiff=0.55%
Candidate STBL: Diff=0.0716% vs Min=0.01% | PriceDiff=0.08%
Candidate EPT: Diff=0.3665% vs Min=0.01% | PriceDiff=0.49%
Candidate LPT: Diff=0.0733% vs Min=0.01% | PriceDiff=0.04%
Candidate SPELL: Diff=0.0882% vs Min=0.01% | PriceDiff=0.10%
Candidate POWER: Diff=0.0516% vs Min=0.01% | PriceDiff=0.09%
Candidate MELANIA: Diff=0.0857% vs Min=0.01% | PriceDiff=0.08%
Candidate COAI: Diff=0.0511% vs Min=0.01% | PriceDiff=0.09%
Candidate 0G: Diff=0.0609% vs Min=0.01% | PriceDiff=0.16%
Candidate SXP: Diff=2.1215% vs Min=0.01% | PriceDiff=0.33%
Candidate STO: Diff=0.2456% vs Min=0.01% | PriceDiff=0.05%
Candidate SWARMS: Diff=0.0997% vs Min=0.01% | PriceDiff=0.12%
Candidate IOST: Diff=0.0970% vs Min=0.01% | PriceDiff=0.05%
Candidate GPS: Diff=0.1105% vs Min=0.01% | PriceDiff=0.01%
Candidate RSR: Diff=0.0666% vs Min=0.01% | PriceDiff=0.12%
Candidate ASTR: Diff=0.1042% vs Min=0.01% | PriceDiff=0.24%
Candidate WAL: Diff=0.0622% vs Min=0.01% | PriceDiff=0.10%
Candidate MOCA: Diff=0.1407% vs Min=0.01% | PriceDiff=0.06%
Candidate SONIC: Diff=0.1405% vs Min=0.01% | PriceDiff=0.06%
Candidate ALCH: Diff=0.1155% vs Min=0.01% | PriceDiff=0.27%
Candidate OL: Diff=0.0539% vs Min=0.01% | PriceDiff=0.16%
Candidate USUAL: Diff=0.0867% vs Min=0.01% | PriceDiff=0.13%
Candidate JST: Diff=0.1214% vs Min=0.01% | PriceDiff=0.05%
Candidate ONT: Diff=0.0552% vs Min=0.01% | PriceDiff=0.06%
Candidate XPIN: Diff=0.1056% vs Min=0.01% | PriceDiff=0.13%
Candidate PIPPIN: Diff=0.1024% vs Min=0.01% | PriceDiff=0.17%
Candidate LUMIA: Diff=0.1501% vs Min=0.01% | PriceDiff=0.14%
Candidate PUNDIX: Diff=0.0841% vs Min=0.01% | PriceDiff=0.00%
Candidate CLO: Diff=0.1222% vs Min=0.01% | PriceDiff=0.03%
Candidate BLESS: Diff=0.1506% vs Min=0.01% | PriceDiff=0.27%
Candidate Q: Diff=0.1225% vs Min=0.01% | PriceDiff=0.20%
Candidate VELVET: Diff=0.1744% vs Min=0.01% | PriceDiff=0.56%
Candidate ATH: Diff=0.0638% vs Min=0.01% | PriceDiff=0.05%
Candidate SHELL: Diff=0.0586% vs Min=0.01% | PriceDiff=0.05%
Candidate LRC: Diff=0.0937% vs Min=0.01% | PriceDiff=0.11%
Candidate MERL: Diff=0.0916% vs Min=0.01% | PriceDiff=0.17%
Candidate SKYAI: Diff=0.3406% vs Min=0.01% | PriceDiff=0.32%
Candidate NAORIS: Diff=0.2602% vs Min=0.01% | PriceDiff=0.08%
Candidate PIXEL: Diff=0.0662% vs Min=0.01% | PriceDiff=0.11%
Candidate AIO: Diff=0.1475% vs Min=0.01% | PriceDiff=0.25%
Candidate AEVO: Diff=0.0531% vs Min=0.01% | PriceDiff=0.08%
Candidate CGPT: Diff=0.0636% vs Min=0.01% | PriceDiff=0.00%
Candidate METIS: Diff=0.0515% vs Min=0.01% | PriceDiff=0.06%
Candidate COMMON: Diff=0.1218% vs Min=0.01% | PriceDiff=0.32%
Candidate LA: Diff=0.1309% vs Min=0.01% | PriceDiff=0.04%
Candidate JCT: Diff=0.0793% vs Min=0.01% | PriceDiff=0.10%
Candidate PUMPBTC: Diff=0.0631% vs Min=0.01% | PriceDiff=0.03%
Candidate DAM: Diff=0.3608% vs Min=0.01% | PriceDiff=0.18%
Candidate DOOD: Diff=0.0812% vs Min=0.01% | PriceDiff=0.69%
Candidate USTC: Diff=0.1211% vs Min=0.01% | PriceDiff=0.04%
Candidate CHILLGUY: Diff=0.1034% vs Min=0.01% | PriceDiff=0.08%
Candidate XVG: Diff=0.0503% vs Min=0.01% | PriceDiff=0.04%
Candidate ARIA: Diff=0.0547% vs Min=0.01% | PriceDiff=0.05%
Candidate NIGHT: Diff=0.0527% vs Min=0.01% | PriceDiff=0.14%
Candidate HMSTR: Diff=0.0518% vs Min=0.01% | PriceDiff=0.04%
Candidate XNY: Diff=0.1301% vs Min=0.01% | PriceDiff=0.42%
Candidate HFT: Diff=0.0515% vs Min=0.01% | PriceDiff=0.11%
Candidate BTR: Diff=0.1007% vs Min=0.01% | PriceDiff=0.28%
Candidates Found: 264
[2026-01-04 17:06:44.807375] LOOP START. Active: True
[2026-01-04 17:06:48.921012] Mode: Test | Binance Items: 673 | Bybit Items: 554
Candidate HANA: Diff=0.0939% vs Min=0.01% | PriceDiff=0.09%
Candidate AVAAI: Diff=0.1321% vs Min=0.01% | PriceDiff=0.09%
Candidate ALPINE: Diff=0.0547% vs Min=0.01% | PriceDiff=0.23%
Candidate DGB: Diff=0.0988% vs Min=0.01% | PriceDiff=0.08%
Candidate TRU: Diff=0.0514% vs Min=0.01% | PriceDiff=0.04%
Candidate AKE: Diff=0.2569% vs Min=0.01% | PriceDiff=0.24%
Candidate BR: Diff=0.2160% vs Min=0.01% | PriceDiff=0.15%
Candidate FLOW: Diff=2.2428% vs Min=0.01% | PriceDiff=6.72%
Candidate ARK: Diff=0.0699% vs Min=0.01% | PriceDiff=0.17%
Candidate LUNA2: Diff=0.2358% vs Min=0.01% | PriceDiff=0.13%
Candidate HIPPO: Diff=0.1415% vs Min=0.01% | PriceDiff=0.03%
Candidate B: Diff=0.1443% vs Min=0.01% | PriceDiff=0.15%
Candidate YALA: Diff=0.1403% vs Min=0.01% | PriceDiff=0.05%
Candidate F: Diff=0.0608% vs Min=0.01% | PriceDiff=0.03%
Candidate KAITO: Diff=0.0582% vs Min=0.01% | PriceDiff=0.04%
Candidate PONKE: Diff=3.7450% vs Min=0.01% | PriceDiff=1.05%
Candidate AIN: Diff=0.1070% vs Min=0.01% | PriceDiff=0.00%
Candidate ARC: Diff=0.0684% vs Min=0.01% | PriceDiff=0.07%
Candidate BNT: Diff=0.0680% vs Min=0.01% | PriceDiff=0.22%
Candidate REZ: Diff=0.1075% vs Min=0.01% | PriceDiff=0.42%
Candidate TAC: Diff=0.2003% vs Min=0.01% | PriceDiff=0.30%
Candidate 1000RATS: Diff=0.1240% vs Min=0.01% | PriceDiff=0.11%
Candidate CUDIS: Diff=0.0778% vs Min=0.01% | PriceDiff=0.00%
Candidate GUN: Diff=0.0585% vs Min=0.01% | PriceDiff=0.01%
Candidate CYS: Diff=0.0881% vs Min=0.01% | PriceDiff=0.20%
Candidate LIGHT: Diff=0.0736% vs Min=0.01% | PriceDiff=0.17%
Candidate RIVER: Diff=0.4159% vs Min=0.01% | PriceDiff=1.13%
Candidate NXPC: Diff=0.0528% vs Min=0.01% | PriceDiff=0.09%
Candidate MIRA: Diff=0.0675% vs Min=0.01% | PriceDiff=0.22%
Candidate POLYX: Diff=0.1427% vs Min=0.01% | PriceDiff=0.20%
Candidate ACE: Diff=0.0557% vs Min=0.01% | PriceDiff=0.07%
Candidate TA: Diff=0.1976% vs Min=0.01% | PriceDiff=0.15%
Candidate OG: Diff=0.0580% vs Min=0.01% | PriceDiff=0.06%
Candidate ZRX: Diff=0.2324% vs Min=0.01% | PriceDiff=0.14%
Candidate RAVE: Diff=0.0633% vs Min=0.01% | PriceDiff=0.06%
Candidate CELO: Diff=0.1004% vs Min=0.01% | PriceDiff=0.20%
Candidate SQD: Diff=0.0517% vs Min=0.01% | PriceDiff=0.16%
Candidate LAB: Diff=0.0659% vs Min=0.01% | PriceDiff=0.02%
Candidate T: Diff=0.0812% vs Min=0.01% | PriceDiff=0.23%
Candidate M: Diff=0.2369% vs Min=0.01% | PriceDiff=0.07%
Candidate DEEP: Diff=0.1586% vs Min=0.01% | PriceDiff=0.09%
Candidate JELLYJELLY: Diff=0.0518% vs Min=0.01% | PriceDiff=0.01%
Candidate BAN: Diff=0.1046% vs Min=0.01% | PriceDiff=0.15%
Candidate APR: Diff=0.0832% vs Min=0.01% | PriceDiff=0.27%
Candidate KMNO: Diff=0.0762% vs Min=0.01% | PriceDiff=0.03%
Candidate DOLO: Diff=0.0887% vs Min=0.01% | PriceDiff=0.01%
Candidate SUSHI: Diff=0.0652% vs Min=0.01% | PriceDiff=0.06%
Candidate CROSS: Diff=0.1030% vs Min=0.01% | PriceDiff=0.15%
Candidate LIT: Diff=0.0577% vs Min=0.01% | PriceDiff=0.51%
Candidate KERNEL: Diff=0.0766% vs Min=0.01% | PriceDiff=0.03%
Candidate MEME: Diff=0.0852% vs Min=0.01% | PriceDiff=0.07%
Candidate US: Diff=0.0797% vs Min=0.01% | PriceDiff=0.04%
Candidate GRIFFAIN: Diff=0.1252% vs Min=0.01% | PriceDiff=0.05%
Candidate EPIC: Diff=0.0687% vs Min=0.01% | PriceDiff=0.00%
Candidate 4: Diff=0.0717% vs Min=0.01% | PriceDiff=0.21%
Candidate PTB: Diff=0.2960% vs Min=0.01% | PriceDiff=0.54%
Candidate STBL: Diff=0.0716% vs Min=0.01% | PriceDiff=0.14%
Candidate EPT: Diff=0.3665% vs Min=0.01% | PriceDiff=0.49%
Candidate LPT: Diff=0.0733% vs Min=0.01% | PriceDiff=0.05%
Candidate SPELL: Diff=0.0882% vs Min=0.01% | PriceDiff=0.08%
Candidate POWER: Diff=0.0516% vs Min=0.01% | PriceDiff=0.12%
Candidate MELANIA: Diff=0.0857% vs Min=0.01% | PriceDiff=0.04%
Candidate COAI: Diff=0.0511% vs Min=0.01% | PriceDiff=0.09%
Candidate 0G: Diff=0.0609% vs Min=0.01% | PriceDiff=0.17%
Candidate SXP: Diff=2.1215% vs Min=0.01% | PriceDiff=0.33%
Candidate STO: Diff=0.2456% vs Min=0.01% | PriceDiff=0.12%
Candidate SWARMS: Diff=0.0997% vs Min=0.01% | PriceDiff=0.19%
Candidate IOST: Diff=0.0970% vs Min=0.01% | PriceDiff=0.00%
Candidate GPS: Diff=0.1105% vs Min=0.01% | PriceDiff=0.01%
Candidate RSR: Diff=0.0666% vs Min=0.01% | PriceDiff=0.10%
Candidate ASTR: Diff=0.1042% vs Min=0.01% | PriceDiff=0.25%
Candidate WAL: Diff=0.0622% vs Min=0.01% | PriceDiff=0.06%
Candidate MOCA: Diff=0.1407% vs Min=0.01% | PriceDiff=0.05%
Candidate SONIC: Diff=0.1405% vs Min=0.01% | PriceDiff=0.06%
Candidate ALCH: Diff=0.1155% vs Min=0.01% | PriceDiff=0.25%
Candidate OL: Diff=0.0539% vs Min=0.01% | PriceDiff=0.14%
Candidate USUAL: Diff=0.0867% vs Min=0.01% | PriceDiff=0.14%
Candidate JST: Diff=0.1214% vs Min=0.01% | PriceDiff=0.06%
Candidate ONT: Diff=0.0552% vs Min=0.01% | PriceDiff=0.02%
Candidate XPIN: Diff=0.1056% vs Min=0.01% | PriceDiff=0.09%
Candidate PIPPIN: Diff=0.1024% vs Min=0.01% | PriceDiff=0.21%
Candidate LUMIA: Diff=0.1501% vs Min=0.01% | PriceDiff=0.19%
Candidate PUNDIX: Diff=0.0841% vs Min=0.01% | PriceDiff=0.00%
Candidate CLO: Diff=0.1222% vs Min=0.01% | PriceDiff=0.02%
Candidate BLESS: Diff=0.1506% vs Min=0.01% | PriceDiff=0.37%
Candidate Q: Diff=0.1225% vs Min=0.01% | PriceDiff=0.30%
Candidate VELVET: Diff=0.1744% vs Min=0.01% | PriceDiff=0.50%
Candidate ATH: Diff=0.0638% vs Min=0.01% | PriceDiff=0.05%
Candidate SHELL: Diff=0.0586% vs Min=0.01% | PriceDiff=0.04%
Candidate LRC: Diff=0.0937% vs Min=0.01% | PriceDiff=0.10%
Candidate MERL: Diff=0.0916% vs Min=0.01% | PriceDiff=0.33%
Candidate SKYAI: Diff=0.3406% vs Min=0.01% | PriceDiff=0.32%
Candidate NAORIS: Diff=0.2602% vs Min=0.01% | PriceDiff=0.08%
Candidate PIXEL: Diff=0.0662% vs Min=0.01% | PriceDiff=0.12%
Candidate AIO: Diff=0.1475% vs Min=0.01% | PriceDiff=0.33%
Candidate AEVO: Diff=0.0531% vs Min=0.01% | PriceDiff=0.06%
Candidate CGPT: Diff=0.0636% vs Min=0.01% | PriceDiff=0.01%
Candidate METIS: Diff=0.0515% vs Min=0.01% | PriceDiff=0.05%
Candidate COMMON: Diff=0.1218% vs Min=0.01% | PriceDiff=0.35%
Candidate LA: Diff=0.1309% vs Min=0.01% | PriceDiff=0.04%
Candidate JCT: Diff=0.0793% vs Min=0.01% | PriceDiff=0.14%
Candidate PUMPBTC: Diff=0.0631% vs Min=0.01% | PriceDiff=0.05%
Candidate DAM: Diff=0.3608% vs Min=0.01% | PriceDiff=0.29%
Candidate DOOD: Diff=0.0812% vs Min=0.01% | PriceDiff=0.79%
Candidate USTC: Diff=0.1211% vs Min=0.01% | PriceDiff=0.04%
Candidate CHILLGUY: Diff=0.1034% vs Min=0.01% | PriceDiff=0.09%
Candidate XVG: Diff=0.0503% vs Min=0.01% | PriceDiff=0.06%
Candidate ARIA: Diff=0.0547% vs Min=0.01% | PriceDiff=0.05%
Candidate NIGHT: Diff=0.0527% vs Min=0.01% | PriceDiff=0.15%
Candidate HMSTR: Diff=0.0518% vs Min=0.01% | PriceDiff=0.00%
Candidate XNY: Diff=0.1301% vs Min=0.01% | PriceDiff=0.41%
Candidate HFT: Diff=0.0515% vs Min=0.01% | PriceDiff=0.11%
Candidate BTR: Diff=0.1007% vs Min=0.01% | PriceDiff=0.30%
Candidates Found: 264
[2026-01-04 17:06:53.945474] LOOP START. Active: True
[2026-01-04 17:06:58.000740] Mode: Test | Binance Items: 673 | Bybit Items: 554
Candidate BLESS: Diff=0.1506% vs Min=0.01% | PriceDiff=0.50%
Candidate GUN: Diff=0.0585% vs Min=0.01% | PriceDiff=0.00%
Candidate FLOW: Diff=2.2428% vs Min=0.01% | PriceDiff=7.37%
Candidate ACE: Diff=0.0557% vs Min=0.01% | PriceDiff=0.09%
Candidate CUDIS: Diff=0.0778% vs Min=0.01% | PriceDiff=0.13%
Candidate AKE: Diff=0.2569% vs Min=0.01% | PriceDiff=0.24%
Candidate LA: Diff=0.1309% vs Min=0.01% | PriceDiff=0.02%
Candidate CLO: Diff=0.1222% vs Min=0.01% | PriceDiff=0.06%
Candidate AVAAI: Diff=0.1321% vs Min=0.01% | PriceDiff=0.11%
